DATE-TIME,USER INPUT,PEPPER RESPONSE,LOG BUTTON ,NUMBER OF PEOPLE,COUNT,COMMENTS
,,,"INVITE: Hey, feel like having a conversation? I'm here to listen and chat!",,,
,,,NEW PERSON,3,,
30-06-2023 15:01,hey do you like having a conversation I'm here to listen and chant,"Hey there! Of course, I'm here to have a conversation and help you out. What would you like to talk about?",,,288,
,,,NEW PERSON,1,,
30-06-2023 15:01,,Hello! Welcome to Friye University Amsterdam. How can I assist you today?,,,289,
,,,,,,does not pick speech
30-06-2023 15:02,tell me about yourself,"Hello there! I'm Pepper, a friendly robot here at the reception of the NU Building in Friye University Amsterdam. I've been here since June 2014, so I'm 9 years old now. My favorite color is blue, and I love learning languages and making new friends. My main job is to assist students and visitors in finding their way around the campus. If you have any questions or need directions, feel free to ask!",,,290,
,,,,,,User: How can you have a favourite colour?
30-06-2023 15:02,give me directions to the 50 Cent,"I'm sorry, but I don't have any information about a place called ""50 Cent"" in the provided list. Could you please provide more details or clarify the location you are referring to?",,,291,
30-06-2023 15:03,another question,Of course! I'm here to help. What can I assist you with?,,,292,
,,,INVITE: Hi! Need directions or just feel like chatting? I'm here for you!,,,
,,,NEW PERSON,1,,City center 
30-06-2023 15:03,I need directions are just feel like heading I'm here for you,"Hello there! I'm Pepper, your friendly robot receptionist. How can I assist you today? Do you need directions to a specific place on campus, or do you have any other questions? Just let me know, and I'll be happy to help you out!",,,293,
30-06-2023 15:04,can you give me a high five,"I'm sorry, but as a robot standing at the reception, I'm not capable of giving high fives or performing physical gestures. However, I'm here to assist you with any information or directions you may need. How can I help you today?",,,294,
,,,,,,does not pick up all speech 
30-06-2023 15:04,how do I get to Ava time,Ava Time is not a known location in the provided list. Could you please provide more information or clarify the name of the place you are looking for?,,,295,
30-06-2023 15:04,where in it,"Hello! How can I assist you today? If you have any questions or need directions, feel free to ask!",,,296,
30-06-2023 15:04,ever can we just chat,Of course! I'm here to chat with you. What would you like to talk about?,,,297,
,,,,,,Albert Heijn not recognised by Dialogflow as Ava time
30-06-2023 15:05,how how was your day,"Thank you for asking, but as a robot, I don't experience emotions like humans do. However, I'm here and ready to assist you with any questions or directions you may need. How can I help you today?",,,298,
,END,,,,,
30-06-2023 15:05,do can find today before use leave in conditioner,"Sure, I can help you with that. Today is Thursday. Now, about your question regarding leave-in conditioner, could you please clarify what specific information you are looking for?",,,299,
30-06-2023 15:05,what's the best kind,Hello! The best kind of what? Could you please provide more context or specify what you are referring to?,,,300,
30-06-2023 15:05,the best kind of guns,"Hello! How can I assist you today? If you have any questions or need directions around the campus, feel free to ask.",,,301,
30-06-2023 15:06,tent,Hello! How can I assist you today? Are you looking for the Tent building?,,,302,
30-06-2023 15:06,can you wait,"Of course! I'm here to assist you. Just let me know when you're ready, and I'll be happy to help you with anything you need.",,,303,
,,,,,,does not pick up all speech
30-06-2023 15:06,Nu Wave,Hello there! Welcome to Friye University Amsterdam. How can I assist you today?,,,304,
,,,,,,gives incorrect response
30-06-2023 15:06,hello,Hello there! How can I assist you today?,,,305,
,,,INVITE: Greetings! Looking for some information or directions? Just ask me.,,,
,,,NEW PERSON,3,,
30-06-2023 15:06,hi,Hello! How can I assist you today?,,,306,
30-06-2023 15:07,where can I study,"You can find several study areas on the 1st to 6th floors of Wings A and B. Take either the lifts right behind me or those straight ahead and to the left, near the other entrance. Let me know if you need directions to a specific floor or wing.",,,307,
30-06-2023 15:07,where can I get a coffee,"Oh, you can find the closest coffee machine on the 1st floor. Just take the stairs to the 1st floor and turn right. Enjoy your coffee!",,,308,
,END,,,,,
30-06-2023 15:07,thank you,"You're welcome! If you have any questions or need assistance, feel free to ask. I'm here to help!",,,309,
30-06-2023 15:07,I'll talk to you later,Sure! Feel free to come back anytime if you have more questions or need assistance. Have a great day!,,,310,
,END,,,,,
30-06-2023 15:08,thank you,"You're welcome! If you have any questions or need assistance, feel free to ask. I'm here to help!",,,311,
,,,,,,conversation completed by user
,,,"INVITE: Hi! I'm Pepper, your friendly robot companion. I'm here to chat! ",,,
,,,IGNORED,,,
30-06-2023 15:08,Angry Bird your friendly robot companion and here's a chance,"Hello there! I'm Pepper, your friendly robot companion. How can I assist you today?",,,312,
,,,IGNORED,,,
,,,IGNORED,,,
,,,"INVITE: Hi! I'm Pepper, your friendly robot companion. I'm here to chat! ",,,
30-06-2023 15:08,hi I'm your friendly robot companion and there's a chance,"Hi there! I'm Pepper, your friendly robot companion. How can I assist you today?",,,313,
30-06-2023 15:08,,Hello! Welcome to Friye University Amsterdam. How can I assist you today?,,,314,
,,,NEW PERSON,1,,does not pick up speech: 
,,,"INVITE: Hey, feel like having a conversation? I'm here to listen and chat!",,,
30-06-2023 15:09,hey do you like having a conversation and here to listen and chant,"Hey there! As Pepper, I'm here to have a friendly conversation and assist you with any questions or directions you may need. How can I help you today?",,,315,
,,,"INVITE: Hey, feel like having a conversation? I'm here to listen and chat!",,,
30-06-2023 15:09,hey do you like having a conversation I'm here to listen and Champs,"Hey there! Absolutely, I'm always up for a conversation. What's on your mind?",,,316,
,,,,,,User: I dont have time tochat 
,,,IGNORED,,,
,,,IGNORED,,,
,,,IGNORED,,,
,,,IGNORED,,,
,,,"INVITE: Hi! I'm Pepper, your friendly robot companion. I'm here to chat! ",,,
30-06-2023 15:10,hey I'm deeper your friend minion and here's a chance,"Hello there, friend! I'm Pepper, your friendly robot assistant. How can I help you today?",,,317,
,,,IGNORED,,,
,,,"INVITE: Hi! I'm Pepper, your friendly robot companion. I'm here to chat! ",,,
30-06-2023 15:10,Angry Bird your friend me real bad Companions and here's a chance,"Hello there! I'm Pepper, the friendly robot at the reception. How can I assist you today?",,,318,
,,,IGNORED,,,
,,,IGNORED,,,
,,,IGNORED,,,
,,,INVITE: Greetings! Looking for some information or directions? Just ask me.,,,
,,,,,,people wave back and walk by
30-06-2023 15:11,greetings looking for some information or directions just me,"Hello there! I'm Pepper, the friendly robot at the reception. How can I assist you today? Are you looking for any information or directions around the campus? Just let me know!",,,319,
,,,IGNORED,,,
,,,"INVITE: Hi! I'm Pepper, your friendly robot companion. I'm here to chat! ",,,
,,,IGNORED,,,
30-06-2023 15:12,I never your friend me real companion and here's a chance,"Hello there! I'm Pepper, your friendly robot companion at the reception. How can I assist you today?",,,320,
,,,NEW PERSON,2,,
30-06-2023 15:12,wave wave wave,Hello there! Welcome to Friye University Amsterdam! How can I assist you today?,,,321,
30-06-2023 15:12,Nu Wave with your hand way to,"Hello there! How can I assist you today? If you're looking for directions or have any questions, feel free to ask!",,,322,
30-06-2023 15:12,can you please play for me,"I'm sorry, but as a reception robot, I don't have the capability to play music or perform any physical actions. However, I'm here to assist you with any questions or directions you may need. How can I help you today?",,,323,
,,,"INVITE: Hi! I'm Pepper, your friendly robot companion. I'm here to chat! ",,,
30-06-2023 15:13,Nu Wave your arm,"I'm sorry, but as I mentioned earlier, I am Pepper, a robot stationed at the reception. I am not capable of physically moving or performing gestures. Is there anything else I can assist you with?",,,324,
30-06-2023 15:13,is he dance,"I'm sorry, but as a robot standing at the reception, I am not capable of dancing or performing any physical movements. My main purpose is to assist you with directions and provide information about the campus. How can I assist you today?",,,325,
30-06-2023 15:13,how slay are you,"Hi there! As Pepper, I'm always ready to assist you and provide helpful information. How can I assist you today?",,,326,
30-06-2023 15:14,I know where is the 10th where is the 10th of April the 10th,"The 10th floor is located in Wing A of the NU Building. If you are looking for the date April 10th, I'm sorry but I don't have information on specific dates. Is there anything else I can assist you with?",,,327,
30-06-2023 15:14,what is the spit what is the things that should I propose are there,"Hello! I'm Pepper, the friendly robot at the reception. Could you please clarify your question? I'm here to assist you with directions and answer any questions you may have about the campus.",,,328,
,,,"INVITE: Hey, feel like having a conversation? I'm here to listen and chat!",,,
30-06-2023 15:14,hey feel like having a conversation I'm here to listen and chance,Hey there! I'm always up for a friendly conversation. How can I assist you today?,,,329,
,,,,,,"Place recognized bt Dialogflow as Tent, but not in transcript"
,,,NEW PERSON,4,,
30-06-2023 15:15,how are you today,"I'm doing great, thank you for asking! As a robot, I don't have feelings, but I'm always here to assist you. How can I help you today?",,,330,
30-06-2023 15:15,Hi Five,Hi there! How can I assist you today?,,,331,
,END,,,,,
30-06-2023 15:15,bye,"Goodbye! Have a great day! If you have any more questions in the future, feel free to ask. Take care!",,,332,
,,,,,,user: Hi-five
,,,INVITE: Greetings! Looking for some information or directions? Just ask me.,,,
,,,IGNORED,,,
30-06-2023 15:15,eating looking for some information or directions just ask me,"Hello! How can I assist you today? If you're looking for information or directions, feel free to ask me.",,,333,
,,,NEW PERSON,1,,
30-06-2023 15:16,Cinema,"The cinema is located in Wing C. There are 9 theaters on the ground, 2nd, and 4th floors of Wing C. You can reach there by taking the lifts for Wing C, which are right behind me. Enjoy your movie!",,,334,
,,,NEW PERSON,1,,person shakes 
30-06-2023 15:16,hello,Hello! Welcome to Friye University Amsterdam. How can I assist you today?,,,335,
30-06-2023 15:16,where is The Spar,"The Spar store is located at the campus square, close to the basketball court. If you exit through the door right behind me, you can walk straight ahead and then turn left to find The Spar.",,,336,
30-06-2023 15:17,do I kiss her,"Oh, it seems like you're asking for personal advice. As an AI language model, I'm here to provide information and assistance, but I'm not able to give personal advice on matters like kissing someone. It's best to trust your own judgment and consider the feelings and consent of the other person involved. Communication and mutual consent are key in any relationship.",,,337,
30-06-2023 15:17,lift Wing a,"The lifts for Wing A are straight ahead and to the left, near the other entrance.",,,338,
,,,,,,User asked about friends 'hair'
,,,INVITE: Greetings! Looking for some information or directions? Just ask me.,,,
30-06-2023 15:17,,Hello! Welcome to Friye University Amsterdam. How can I assist you today?,,,339,
,,,NEW PERSON,2,,
,,,DROPOUT,,,
30-06-2023 15:17,oh my God,Hello! How can I assist you today?,,,340,
,,,INVITE: Greetings! Looking for some information or directions? Just ask me.,,,
30-06-2023 15:18,greetings looking for some information or directions just ask me,"Hello! How can I assist you today? If you need any information or directions, feel free to ask.",,,341,
,,,INVITE: Greetings! Looking for some information or directions? Just ask me.,,,
,,,IGNORED,,,
30-06-2023 15:19,greetings looking for some information or directions just ask me,"Hello there! How can I assist you today? If you're looking for information or directions, feel free to ask me.",,,342,
,,,NEW PERSON,2,,
30-06-2023 15:19,hello,Hello there! How can I assist you today?,,,343,
30-06-2023 15:19,,Hello! Welcome to Friye University Amsterdam. How can I assist you today?,,,344,
,,,,,,people use map on tablet
,,,INVITE: Greetings! Looking for some information or directions? Just ask me.,,,
,,,IGNORED,,,
30-06-2023 15:19,greetings looking for some information or directions just ask me,"Hello there! How can I assist you today? If you have any questions or need directions, feel free to ask!",,,345,
,,,,,,people scared/intimated by Pepper and left
,,,INVITE: Hi! Need directions or just feel like chatting? I'm here for you!,,,
,,,IGNORED,,,
,,,IGNORED,,,
,,,IGNORED,,,
,,,INVITE: Hi! Need directions or just feel like chatting? I'm here for you!,,,
